,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day name,day,hour
73,2011-01-04 07:00:00,Spring,0.0,1.0,Clear,4.92,61.8498288843258,8.9981,2,92,94,2011,January,Tuesday,4,7
74,2011-01-04 08:00:00,Spring,0.0,1.0,Clear,5.74,69.0,12.709552637083517,2,177,179,2011,January,Tuesday,4,8
75,2011-01-04 09:00:00,Spring,0.0,1.0,Clear,6.56,64.0,15.0013,2,98,100,2011,January,Tuesday,4,9
76,2011-01-04 10:00:00,Spring,0.0,1.0,Mist,6.56,69.0,12.709552637083517,5,37,42,2011,January,Tuesday,4,10
77,2011-01-04 11:00:00,Spring,0.0,1.0,Clear,9.02,51.0,19.9995,7,50,57,2011,January,Tuesday,4,11
78,2011-01-04 12:00:00,Spring,0.0,1.0,Clear,20.299853904282116,51.0,11.0014,12,66,78,2011,January,Tuesday,4,12
79,2011-01-04 13:00:00,Spring,0.0,1.0,Clear,9.84,56.0,12.998,18,79,97,2011,January,Tuesday,4,13
80,2011-01-04 14:00:00,Spring,0.0,1.0,Clear,10.66,52.0,15.0013,9,54,63,2011,January,Tuesday,4,14
81,2011-01-04 15:00:00,Spring,0.0,1.0,Clear,11.48,52.0,16.9979,17,48,65,2011,January,Tuesday,4,15
82,2011-01-04 16:00:00,Spring,0.0,1.0,Clear,12.3,61.8498288843258,12.709552637083517,15,68,83,2011,January,Tuesday,4,16
83,2011-01-04 17:00:00,Spring,0.0,1.0,Clear,11.48,48.0,15.0013,10,202,212,2011,January,Tuesday,4,17
84,2011-01-04 18:00:00,Spring,0.0,1.0,Clear,10.66,48.0,12.998,3,179,182,2011,January,Tuesday,4,18
85,2011-01-04 19:00:00,Spring,0.0,1.0,Clear,9.84,48.0,7.0015,2,110,112,2011,January,Tuesday,4,19
86,2011-01-04 20:00:00,Spring,0.0,1.0,Clear,9.84,48.0,7.0015,1,53,54,2011,January,Tuesday,4,20
87,2011-01-04 21:00:00,Spring,0.0,1.0,Clear,9.02,64.0,0.0,0,48,48,2011,January,Tuesday,4,21
88,2011-01-04 22:00:00,Spring,0.0,1.0,Clear,20.299853904282116,61.8498288843258,12.709552637083517,1,34,35,2011,January,Tuesday,4,22
89,2011-01-04 23:00:00,Spring,0.0,1.0,Clear,8.2,69.0,6.0032,2,9,11,2011,January,Tuesday,4,23
90,2011-01-05 00:00:00,Spring,0.0,1.0,Clear,8.2,64.0,0.0,0,6,6,2011,January,Wednesday,5,0
91,2011-01-05 01:00:00,Spring,0.0,1.0,Clear,20.299853904282116,74.0,6.0032,0,6,6,2011,January,Wednesday,5,1
92,2011-01-05 02:00:00,Spring,0.0,1.0,Clear,6.56,74.0,12.709552637083517,0,2,2,2011,January,Wednesday,5,2
93,2011-01-05 04:00:00,Spring,0.0,1.0,Clear,9.84,48.0,15.0013,0,2,2,2011,January,Wednesday,5,4
94,2011-01-05 05:00:00,Spring,0.0,1.0,Clear,9.02,47.0,12.709552637083517,0,3,3,2011,January,Wednesday,5,5
95,2011-01-05 06:00:00,Spring,0.0,1.0,Clear,8.2,47.0,15.0013,0,33,33,2011,January,Wednesday,5,6
96,2011-01-05 07:00:00,Spring,0.0,1.0,Clear,7.38,43.0,12.709552637083517,1,87,88,2011,January,Wednesday,5,7
97,2011-01-05 08:00:00,Spring,0.0,1.0,Clear,8.2,40.0,19.9995,3,192,195,2011,January,Wednesday,5,8
98,2011-01-05 09:00:00,Spring,0.0,1.0,Clear,9.02,37.0,22.0028,6,109,115,2011,January,Wednesday,5,9
99,2011-01-05 10:00:00,Spring,0.0,1.0,Clear,9.02,37.0,22.0028,4,53,57,2011,January,Wednesday,5,10
100,2011-01-05 11:00:00,Spring,0.0,1.0,Clear,10.66,33.0,22.0028,12,34,46,2011,January,Wednesday,5,11
101,2011-01-05 12:00:00,Spring,0.0,1.0,Clear,10.66,33.0,12.709552637083517,5,74,79,2011,January,Wednesday,5,12
102,2011-01-05 13:00:00,Spring,0.0,1.0,Clear,11.48,61.8498288843258,19.9995,6,65,71,2011,January,Wednesday,5,13
103,2011-01-05 14:00:00,Spring,0.0,1.0,Clear,12.3,28.0,12.998,10,52,62,2011,January,Wednesday,5,14
104,2011-01-05 15:00:00,Spring,0.0,1.0,Clear,20.299853904282116,28.0,12.709552637083517,7,55,62,2011,January,Wednesday,5,15
105,2011-01-05 16:00:00,Spring,0.0,1.0,Clear,12.3,28.0,6.0032,4,85,89,2011,January,Wednesday,5,16
106,2011-01-05 17:00:00,Spring,0.0,1.0,Clear,20.299853904282116,61.8498288843258,12.998,4,186,190,2011,January,Wednesday,5,17
107,2011-01-05 18:00:00,Spring,0.0,1.0,Clear,9.84,38.0,8.9981,3,166,169,2011,January,Wednesday,5,18
108,2011-01-05 19:00:00,Spring,0.0,1.0,Clear,20.299853904282116,38.0,7.0015,5,127,132,2011,January,Wednesday,5,19
109,2011-01-05 20:00:00,Spring,0.0,1.0,Clear,9.02,61.8498288843258,11.0014,7,82,89,2011,January,Wednesday,5,20
110,2011-01-05 21:00:00,Spring,0.0,1.0,Clear,8.2,61.8498288843258,12.998,3,40,43,2011,January,Wednesday,5,21
111,2011-01-05 22:00:00,Spring,0.0,1.0,Clear,7.38,55.0,12.709552637083517,1,41,42,2011,January,Wednesday,5,22
112,2011-01-05 23:00:00,Spring,0.0,1.0,Clear,8.2,47.0,0.0,1,18,19,2011,January,Wednesday,5,23
113,2011-01-06 00:00:00,Spring,0.0,1.0,Clear,7.38,61.8498288843258,0.0,0,11,11,2011,January,Thursday,6,0
114,2011-01-06 01:00:00,Spring,0.0,1.0,Clear,6.56,61.8498288843258,12.709552637083517,0,4,4,2011,January,Thursday,6,1
115,2011-01-06 02:00:00,Spring,0.0,1.0,Clear,6.56,64.0,12.709552637083517,0,2,2,2011,January,Thursday,6,2
116,2011-01-06 04:00:00,Spring,0.0,1.0,Mist,6.56,61.8498288843258,6.0032,0,1,1,2011,January,Thursday,6,4
117,2011-01-06 05:00:00,Spring,0.0,1.0,Clear,20.299853904282116,69.0,12.709552637083517,0,4,4,2011,January,Thursday,6,5
118,2011-01-06 06:00:00,Spring,0.0,1.0,Clear,5.74,63.0,7.0015,0,36,36,2011,January,Thursday,6,6
119,2011-01-06 07:00:00,Spring,0.0,1.0,Mist,20.299853904282116,61.8498288843258,12.709552637083517,0,95,95,2011,January,Thursday,6,7
120,2011-01-06 08:00:00,Spring,0.0,1.0,Clear,6.56,61.8498288843258,0.0,3,216,219,2011,January,Thursday,6,8
121,2011-01-06 09:00:00,Spring,0.0,1.0,Mist,7.38,61.8498288843258,0.0,6,116,122,2011,January,Thursday,6,9
122,2011-01-06 10:00:00,Spring,0.0,1.0,Clear,8.2,47.0,12.709552637083517,3,42,45,2011,January,Thursday,6,10
123,2011-01-06 11:00:00,Spring,0.0,1.0,Clear,9.02,61.8498288843258,6.0032,2,57,59,2011,January,Thursday,6,11
124,2011-01-06 12:00:00,Spring,0.0,1.0,Clear,10.66,35.0,0.0,6,78,84,2011,January,Thursday,6,12
125,2011-01-06 13:00:00,Spring,0.0,1.0,Clear,10.66,35.0,7.0015,12,55,67,2011,January,Thursday,6,13
126,2011-01-06 14:00:00,Spring,0.0,1.0,Clear,20.299853904282116,36.0,12.709552637083517,11,59,70,2011,January,Thursday,6,14
127,2011-01-06 15:00:00,Spring,0.0,1.0,Clear,11.48,36.0,12.709552637083517,8,54,62,2011,January,Thursday,6,15
128,2011-01-06 16:00:00,Spring,0.0,1.0,Clear,10.66,61.8498288843258,12.709552637083517,12,74,86,2011,January,Thursday,6,16
129,2011-01-06 17:00:00,Spring,0.0,1.0,Clear,20.299853904282116,51.0,11.0014,9,163,172,2011,January,Thursday,6,17
130,2011-01-06 18:00:00,Spring,0.0,1.0,Clear,9.02,51.0,12.709552637083517,5,158,163,2011,January,Thursday,6,18
131,2011-01-06 19:00:00,Spring,0.0,1.0,Clear,9.02,55.0,6.0032,3,109,112,2011,January,Thursday,6,19
132,2011-01-06 20:00:00,Spring,0.0,1.0,Clear,8.2,51.0,11.0014,3,66,69,2011,January,Thursday,6,20
133,2011-01-06 21:00:00,Spring,0.0,1.0,Mist,9.02,55.0,15.0013,0,48,48,2011,January,Thursday,6,21
134,2011-01-06 22:00:00,Spring,0.0,1.0,Clear,9.02,61.8498288843258,19.0012,1,51,52,2011,January,Thursday,6,22
135,2011-01-06 23:00:00,Spring,0.0,1.0,Mist,20.299853904282116,61.8498288843258,12.998,4,19,23,2011,January,Thursday,6,23
136,2011-01-07 00:00:00,Spring,0.0,1.0,Mist,20.299853904282116,61.8498288843258,12.709552637083517,4,13,17,2011,January,Friday,7,0
137,2011-01-07 01:00:00,Spring,0.0,1.0,Mist,8.2,69.0,15.0013,2,5,7,2011,January,Friday,7,1
138,2011-01-07 02:00:00,Spring,0.0,1.0,Mist,8.2,69.0,15.0013,0,1,1,2011,January,Friday,7,2
139,2011-01-07 04:00:00,Spring,0.0,1.0,Clear,8.2,61.8498288843258,8.9981,0,1,1,2011,January,Friday,7,4
140,2011-01-07 05:00:00,Spring,0.0,1.0,Rainy,9.02,61.8498288843258,0.0,0,5,5,2011,January,Friday,7,5
141,2011-01-07 06:00:00,Spring,0.0,1.0,Clear,8.2,69.0,12.709552637083517,8,26,34,2011,January,Friday,7,6
142,2011-01-07 07:00:00,Spring,0.0,1.0,Clear,8.2,69.0,12.709552637083517,8,76,84,2011,January,Friday,7,7
143,2011-01-07 08:00:00,Spring,0.0,1.0,Clear,8.2,51.0,12.709552637083517,20,190,210,2011,January,Friday,7,8
144,2011-01-07 09:00:00,Spring,0.0,1.0,Clear,8.2,47.0,19.9995,9,125,134,2011,January,Friday,7,9
145,2011-01-07 10:00:00,Spring,0.0,1.0,Clear,20.299853904282116,61.8498288843258,22.0028,16,47,63,2011,January,Friday,7,10
146,2011-01-07 11:00:00,Spring,0.0,1.0,Mist,8.2,40.0,12.709552637083517,19,48,67,2011,January,Friday,7,11
147,2011-01-07 12:00:00,Spring,0.0,1.0,Clear,20.299853904282116,61.8498288843258,16.9979,9,50,59,2011,January,Friday,7,12
148,2011-01-07 13:00:00,Spring,0.0,1.0,Mist,8.2,37.0,19.0012,9,64,73,2011,January,Friday,7,13
149,2011-01-07 14:00:00,Spring,0.0,1.0,Mist,8.2,40.0,16.9979,7,43,50,2011,January,Friday,7,14
150,2011-01-07 15:00:00,Spring,0.0,1.0,Mist,8.2,37.0,11.0014,9,63,72,2011,January,Friday,7,15
151,2011-01-07 16:00:00,Spring,0.0,1.0,Mist,8.2,37.0,11.0014,5,82,87,2011,January,Friday,7,16
152,2011-01-07 17:00:00,Spring,0.0,1.0,Mist,8.2,37.0,12.709552637083517,9,178,187,2011,January,Friday,7,17
153,2011-01-07 18:00:00,Spring,0.0,1.0,Clear,20.299853904282116,40.0,6.0032,7,116,123,2011,January,Friday,7,18
154,2011-01-07 19:00:00,Spring,0.0,1.0,Clear,6.56,55.0,6.0032,3,92,95,2011,January,Friday,7,19
155,2011-01-07 20:00:00,Spring,0.0,1.0,Clear,7.38,47.0,7.0015,1,50,51,2011,January,Friday,7,20
156,2011-01-07 21:00:00,Spring,0.0,1.0,Clear,20.299853904282116,61.8498288843258,8.9981,0,39,39,2011,January,Friday,7,21
157,2011-01-07 22:00:00,Spring,0.0,1.0,Clear,7.38,61.8498288843258,12.709552637083517,2,34,36,2011,January,Friday,7,22
158,2011-01-07 23:00:00,Spring,0.0,1.0,Mist,7.38,61.8498288843258,12.709552637083517,1,14,15,2011,January,Friday,7,23
159,2011-01-08 00:00:00,Spring,0.0,0.0,Mist,20.299853904282116,51.0,11.0014,1,24,25,2011,January,Saturday,8,0
160,2011-01-08 01:00:00,Spring,0.0,0.0,Mist,7.38,55.0,6.0032,1,15,16,2011,January,Saturday,8,1
161,2011-01-08 02:00:00,Spring,0.0,0.0,Mist,7.38,55.0,0.0,3,13,16,2011,January,Saturday,8,2
162,2011-01-08 03:00:00,Spring,0.0,0.0,Rainy,7.38,55.0,11.0014,0,7,7,2011,January,Saturday,8,3
163,2011-01-08 04:00:00,Spring,0.0,0.0,Rainy,7.38,55.0,11.0014,0,1,1,2011,January,Saturday,8,4
164,2011-01-08 05:00:00,Spring,0.0,0.0,Clear,20.299853904282116,61.8498288843258,12.709552637083517,0,5,5,2011,January,Saturday,8,5
165,2011-01-08 06:00:00,Spring,0.0,0.0,Clear,20.299853904282116,74.0,11.0014,0,2,2,2011,January,Saturday,8,6
166,2011-01-08 07:00:00,Spring,0.0,0.0,Mist,6.56,74.0,7.0015,1,8,9,2011,January,Saturday,8,7
167,2011-01-08 08:00:00,Spring,0.0,0.0,Rainy,6.56,93.0,7.0015,0,15,15,2011,January,Saturday,8,8
168,2011-01-08 09:00:00,Spring,0.0,1.0,Rainy,6.56,93.0,7.0015,0,20,20,2011,January,Saturday,8,9
169,2011-01-08 10:00:00,Spring,0.0,0.0,Mist,7.38,80.0,11.0014,5,56,61,2011,January,Saturday,8,10
170,2011-01-08 11:00:00,Spring,0.0,0.0,Mist,8.2,69.0,12.709552637083517,2,60,62,2011,January,Saturday,8,11
171,2011-01-08 12:00:00,Spring,0.0,0.0,Mist,8.2,59.0,12.709552637083517,8,90,98,2011,January,Saturday,8,12
172,2011-01-08 13:00:00,Spring,0.0,0.0,Clear,8.2,61.8498288843258,22.0028,7,95,102,2011,January,Saturday,8,13
173,2011-01-08 14:00:00,Spring,0.0,0.0,Clear,8.2,61.8498288843258,12.709552637083517,12,83,95,2011,January,Saturday,8,14
174,2011-01-08 15:00:00,Spring,0.0,0.0,Clear,20.299853904282116,32.0,30.0026,5,69,74,2011,January,Saturday,8,15
175,2011-01-08 16:00:00,Spring,0.0,0.0,Clear,7.38,61.8498288843258,12.709552637083517,8,68,76,2011,January,Saturday,8,16
176,2011-01-08 17:00:00,Spring,0.0,0.0,Clear,20.299853904282116,61.8498288843258,36.9974,5,64,69,2011,January,Saturday,8,17
177,2011-01-08 18:00:00,Spring,0.0,0.0,Clear,5.74,39.0,12.709552637083517,3,52,55,2011,January,Saturday,8,18
178,2011-01-08 19:00:00,Spring,0.0,0.0,Clear,20.299853904282116,61.8498288843258,16.9979,4,26,30,2011,January,Saturday,8,19
179,2011-01-08 20:00:00,Spring,0.0,0.0,Clear,4.92,36.0,12.709552637083517,0,28,28,2011,January,Saturday,8,20
180,2011-01-08 21:00:00,Spring,0.0,0.0,Clear,4.92,61.8498288843258,23.9994,2,35,37,2011,January,Saturday,8,21
181,2011-01-08 22:00:00,Spring,0.0,0.0,Clear,4.92,61.8498288843258,26.0027,1,33,34,2011,January,Saturday,8,22
182,2011-01-08 23:00:00,Spring,0.0,0.0,Clear,4.1,39.0,30.0026,0,22,22,2011,January,Saturday,8,23
183,2011-01-09 00:00:00,Spring,0.0,0.0,Clear,20.299853904282116,42.0,12.709552637083517,1,24,25,2011,January,Sunday,9,0
184,2011-01-09 01:00:00,Spring,0.0,0.0,Clear,4.1,42.0,31.0009,0,12,12,2011,January,Sunday,9,1
185,2011-01-09 02:00:00,Spring,0.0,0.0,Clear,4.1,61.8498288843258,12.709552637083517,0,11,11,2011,January,Sunday,9,2
186,2011-01-09 03:00:00,Spring,0.0,0.0,Clear,20.299853904282116,46.0,27.9993,0,4,4,2011,January,Sunday,9,3
187,2011-01-09 04:00:00,Spring,0.0,0.0,Clear,3.28,53.0,12.998,0,1,1,2011,January,Sunday,9,4
188,2011-01-09 05:00:00,Spring,0.0,0.0,Clear,3.28,61.8498288843258,12.998,0,1,1,2011,January,Sunday,9,5
189,2011-01-09 06:00:00,Spring,0.0,0.0,Clear,4.1,61.8498288843258,12.709552637083517,0,1,1,2011,January,Sunday,9,6
190,2011-01-09 07:00:00,Spring,0.0,0.0,Clear,3.28,53.0,12.998,1,5,6,2011,January,Sunday,9,7
191,2011-01-09 08:00:00,Spring,0.0,0.0,Clear,20.299853904282116,61.8498288843258,12.709552637083517,0,10,10,2011,January,Sunday,9,8
192,2011-01-09 09:00:00,Spring,0.0,0.0,Clear,20.299853904282116,61.8498288843258,35.0008,0,19,19,2011,January,Sunday,9,9
193,2011-01-09 10:00:00,Spring,0.0,1.0,Clear,5.74,43.0,26.0027,0,49,49,2011,January,Sunday,9,10
194,2011-01-09 11:00:00,Spring,0.0,0.0,Clear,6.56,40.0,35.0008,2,47,49,2011,January,Sunday,9,11
195,2011-01-09 12:00:00,Spring,0.0,0.0,Clear,7.38,37.0,30.0026,4,79,83,2011,January,Sunday,9,12
196,2011-01-09 13:00:00,Spring,0.0,0.0,Clear,8.2,34.0,30.0026,6,69,75,2011,January,Sunday,9,13
197,2011-01-09 14:00:00,Spring,0.0,0.0,Clear,20.299853904282116,32.0,31.0009,8,64,72,2011,January,Sunday,9,14
198,2011-01-09 15:00:00,Spring,0.0,1.0,Clear,9.02,61.8498288843258,12.709552637083517,5,77,82,2011,January,Sunday,9,15
199,2011-01-09 16:00:00,Spring,0.0,0.0,Clear,8.2,34.0,30.0026,13,79,92,2011,January,Sunday,9,16
200,2011-01-09 17:00:00,Spring,0.0,0.0,Clear,7.38,37.0,12.709552637083517,3,59,62,2011,January,Sunday,9,17
201,2011-01-09 18:00:00,Spring,0.0,0.0,Clear,20.299853904282116,40.0,22.0028,4,44,48,2011,January,Sunday,9,18
202,2011-01-09 19:00:00,Spring,0.0,1.0,Clear,6.56,61.8498288843258,22.0028,1,40,41,2011,January,Sunday,9,19
203,2011-01-09 20:00:00,Spring,0.0,0.0,Clear,5.74,46.0,16.9979,0,38,38,2011,January,Sunday,9,20
204,2011-01-09 21:00:00,Spring,0.0,0.0,Clear,5.74,61.8498288843258,27.9993,1,19,20,2011,January,Sunday,9,21
205,2011-01-09 22:00:00,Spring,0.0,0.0,Clear,20.299853904282116,46.0,19.9995,5,10,15,2011,January,Sunday,9,22
206,2011-01-09 23:00:00,Spring,0.0,1.0,Clear,4.92,61.8498288843258,12.709552637083517,0,6,6,2011,January,Sunday,9,23
